Entry Time,Symbols,Exit Time,Direction,Entry Price,Exit Price,Quantity,P&L,Fees,MAE,MFE,Drawdown,IsWin,Order Ids
2019-02-04T15:30:00Z,"NVDA",2019-02-04T20:59:00Z,Buy,3.6760291271,3.6938787425,85793,1531.37,857.93,0,4934.42,3403.05,1,"	81,82" 
2019-02-05T15:00:00Z,"TSLA",2019-02-05T20:59:00Z,Buy,21.1639978836,21.419997858,34348,8793.09,343.48,-4327.85,11014.26,7006.99,1,"	83,84" 
2019-02-06T15:00:00Z,"NVDA",2019-02-06T15:30:00Z,Buy,3.814611557775,3.77469783445,191807,-7655.73,1918.07,-10508.8,0,10508.8,0,"	85,86" 
2019-02-07T15:00:00Z,"NVDA",2019-02-07T15:30:00Z,Sell,3.67751659505,3.712472091875,197170,-6892.18,1971.7,-6941.06,3812.69,10753.75,0,"	87,88" 
2019-02-07T16:30:00Z,"TSLA",2019-02-07T20:59:00Z,Sell,20.506664616,20.506664616,35108,0,351.08,-2785.23,10111.1,12896.34,0,"	89,92" 
2019-02-07T17:00:00Z,"AMD",2019-02-07T18:00:00Z,Sell,22.5,22.55,19016,-950.8,190.16,-1521.28,2852.4,4373.68,0,"	90,91" 
2019-02-08T15:00:00Z,"TSLA",2019-02-08T16:00:00Z,Sell,20.0326646634,20.159997984,32042,-4080.01,320.42,-4656.77,3973.21,8629.98,0,"	93,94" 
2019-02-08T18:30:00Z,"AMD",2019-02-08T20:59:00Z,Buy,22.88,23.04,31286,5005.76,312.86,0,11888.68,7821.5,1,"	95,96" 
2019-02-11T15:00:00Z,"AMD",2019-02-11T15:30:00Z,Sell,22.81,23.04,31497,-7244.31,314.97,-8819.16,629.94,9449.1,0,"	98,99" 
2019-02-11T15:00:00Z,"TSLA",2019-02-11T16:00:00Z,Buy,21.109997889,20.9993312334,34061,-3769.42,340.61,-5813.08,4246.27,10059.35,0,"	97,100" 
2019-02-12T15:00:00Z,"NVDA",2019-02-12T15:30:00Z,Buy,3.720405254275,3.711976269225,191043,-1610.3,1910.43,-1941.83,2557.53,4499.36,0,"	101,102" 
2019-02-13T15:00:00Z,"TSLA",2019-02-13T15:30:00Z,Sell,20.5573312776,20.6293312704,34332,-2471.9,343.32,-4966.7,0,4966.7,0,"	103,104" 
2019-02-13T16:00:00Z,"AMD",2019-02-13T16:30:00Z,Buy,23.13,23.07,30579,-1834.74,305.79,-1834.74,1528.95,3363.69,0,"	105,106" 
2019-02-13T19:00:00Z,"NVDA",2019-02-13T20:30:00Z,Buy,3.837667311,3.828494591975,131173,-1203.21,1311.73,-1430.85,3251.93,4682.78,0,"	107,108" 
2019-02-14T15:00:00Z,"AMD",2019-02-14T15:30:00Z,Buy,23.29,23.06,30222,-6951.06,302.22,-8159.94,1813.32,9973.26,0,"	109,111" 
2019-02-14T15:00:00Z,"NVDA",2019-02-14T15:30:00Z,Buy,3.85105452255,3.81932187295,135765,-4308.18,1357.65,-4981.34,875.1,5856.44,0,"	110,112" 
2019-02-15T16:30:00Z,"AMD",2019-02-15T18:30:00Z,Buy,23.84,23.72,29177,-3501.24,291.77,-3501.24,5543.63,9044.87,0,"	113,114" 
2019-02-15T19:30:00Z,"TSLA",2019-02-15T20:30:00Z,Buy,20.4593312874,20.4586646208,29630,-19.75,296.3,-987.67,414.82,1402.49,0,"	115,116" 
2019-02-19T15:00:00Z,"TSLA",2019-02-19T15:30:00Z,Buy,20.7386645928,20.59999794,30132,-4178.3,301.32,-7291.94,0,7291.94,0,"	117,119" 
2019-02-19T15:00:00Z,"AMD",2019-02-19T18:00:00Z,Buy,24.18,24.17,28642,-286.42,286.42,-1432.1,6301.24,7446.92,0,"	118,122" 
2019-02-19T16:30:00Z,"NVDA",2019-02-19T17:30:00Z,Buy,3.9447650034,3.92344462945,161895,-3451.66,1618.95,-3973.42,602.03,4575.46,0,"	120,121" 
2019-02-20T15:30:00Z,"NVDA",2019-02-20T17:00:00Z,Buy,3.99385144575,3.96211879615,152450,-4837.64,1524.5,-4837.64,75.59,4913.23,0,"	123,125" 
2019-02-20T16:00:00Z,"TSLA",2019-02-20T20:30:00Z,Sell,20.1746646492,20.186664648,33860,-406.32,338.6,-1444.69,7990.96,8397.28,0,"	124,126" 
2019-02-21T15:30:00Z,"TSLA",2019-02-21T16:30:00Z,Sell,19.959998004,20.0039979996,29319,-1290.04,293.19,-2345.52,0,2345.52,0,"	127,128" 
2019-02-21T20:00:00Z,"NVDA",2019-02-21T20:59:00Z,Sell,3.858243950975,3.855269015075,176101,523.89,1761.01,-1789.95,1702.64,2357.5,1,"	129,130" 
2019-02-25T15:00:00Z,"TSLA",2019-02-25T16:30:00Z,Buy,20.1813313152,19.9839980016,24528,-4840.19,245.28,-5804.96,0,5804.96,0,"	131,132" 
2019-02-26T16:00:00Z,"AMD",2019-02-26T20:59:00Z,Sell,24.23,24.23,27882,0,278.82,-5018.76,1394.1,5018.76,0,"	133,138" 
2019-02-26T16:30:00Z,"TSLA",2019-02-26T18:00:00Z,Buy,20.0673313266,19.839998016,21378,-4859.93,213.78,-4859.93,1154.41,6014.34,0,"	134,135" 
2019-02-26T18:00:00Z,"NVDA",2019-02-26T19:30:00Z,Sell,3.88080388155,3.885514196725,148190,-698.02,1481.9,-1616.47,2681.87,4224.87,0,"	136,137" 
2019-02-27T15:00:00Z,"NVDA",2019-02-27T16:30:00Z,Sell,3.836923577025,3.84708794135,174575,-1774.44,1745.75,-1990.84,6621.71,8612.54,0,"	141,142" 
